24.722,4.75E-02
24.755,6.40E-02
24.788,7.64E-02
24.822,9.05E-02
24.857,0.101
24.89,0.109
24.923,0.115
24.957,0.119
24.99,0.124
25.023,0.124
25.057,0.121
25.09,0.117
25.123,0.111
25.157,0.103
25.19,9.27E-02
25.223,8.05E-02
25.257,6.81E-02
25.29,5.37E-02
25.323,3.92E-02
25.357,2.30E-02
25.39,6.46E-03
25.423,-9.98E-03
25.457,-2.60E-02
25.49,-4.06E-02
25.523,-5.48E-02
25.557,-6.72E-02
25.59,-7.77E-02
25.623,-8.74E-02
25.657,-9.38E-02
25.69,-9.80E-02
25.723,-0.1
25.757,-0.1
25.79,-9.80E-02
25.823,-9.38E-02
25.857,-8.58E-02
25.89,-7.75E-02
25.923,-6.72E-02
25.957,-5.49E-02
25.99,-4.05E-02
26.023,-2.61E-02
26.057,-9.78E-03
26.09,6.68E-03
26.123,2.30E-02
26.157,3.75E-02
26.19,5.38E-02
26.223,6.80E-02
26.257,8.04E-02
26.29,9.27E-02
26.323,0.103
26.357,0.111
26.39,0.118
26.423,0.122
26.457,0.123
26.49,0.123
26.523,0.121
26.557,0.117
26.59,0.111
26.623,0.103
26.657,9.06E-02
26.69,8.02E-02
26.723,6.62E-02
26.758,5.19E-02
26.792,3.74E-02
26.825,2.13E-02
26.858,6.48E-03
26.892,-9.66E-03
26.925,-2.42E-02
26.958,-3.86E-02
26.992,-5.09E-02
27.025,-6.31E-02
27.058,-7.33E-02
27.092,-8.16E-02
27.125,-8.77E-02
27.158,-9.18E-02
27.192,-9.38E-02
27.225,-9.38E-02
27.258,-9.16E-02
27.292,-8.69E-02
27.325,-7.95E-02
27.358,-7.13E-02
27.392,-6.10E-02
27.425,-4.87E-02
27.458,-3.45E-02
27.492,-2.01E-02
27.525,-5.64E-03
27.558,1.06E-02
27.592,2.69E-02
27.625,4.15E-02
27.658,5.57E-02
27.692,7.01E-02
27.725,8.26E-02
27.758,9.30E-02
27.792,0.103
27.825,0.111
27.858,0.117
27.892,0.121
27.925,0.123
27.958,0.123
27.992,0.119
28.025,0.115
28.058,0.109
28.092,0.101
28.125,9.06E-02
28.158,7.84E-02
28.192,6.60E-02
28.225,5.17E-02
28.258,3.73E-02
28.292,2.27E-02
28.325,6.89E-03
28.358,-7.74E-03
28.392,-2.21E-02
28.425,-3.62E-02
28.458,-4.87E-02
28.492,-5.91E-02
28.525,-6.91E-02
28.558,-7.74E-02
28.592,-8.18E-02
28.627,-8.58E-02
28.66,-8.76E-02
28.693,-8.76E-02
28.727,-8.38E-02
28.76,-7.95E-02
28.793,-7.33E-02
28.827,-6.33E-02
28.86,-5.29E-02
28.893,-4.25E-02
28.927,-2.84E-02
28.96,-1.41E-02
28.993,4.37E-04
29.027,1.49E-02
29.06,3.10E-02
29.093,4.56E-02
29.127,5.99E-02
29.16,7.23E-02
29.193,8.45E-02
29.227,9.48E-02
29.26,0.105
29.293,0.111
29.327,0.117
29.36,0.12
29.393,0.121
29.427,0.121
29.46,0.118
29.493,0.113
29.527,0.107
29.56,9.87E-02
29.593,8.85E-02
29.627,7.65E-02
29.66,6.41E-02
29.693,5.15E-02
29.727,3.73E-02
29.76,2.30E-02
29.793,8.61E-03
29.827,-5.63E-03
29.86,-1.99E-02
29.893,-3.24E-02
29.927,-4.44E-02
29.96,-5.47E-02
29.993,-6.32E-02
30.027,-6.96E-02
30.06,-7.54E-02
30.093,-7.78E-02
30.127,-7.94E-02
30.16,-7.78E-02
30.193,-7.54E-02
30.227,-7.05E-02
30.26,-6.33E-02
30.293,-5.50E-02
30.327,-4.47E-02
30.36,-3.34E-02
30.393,-2.03E-02
30.427,-6.68E-03
30.46,7.43E-03
30.493,2.18E-02
30.528,3.62E-02
30.562,5.00E-02
30.595,6.33E-02
30.628,7.54E-02
30.662,8.72E-02
30.695,9.69E-02
